category,section,range,code,description,keywords
Category I,Surgery – Nervous System,50000–59999,58353,"""Endometr ablate, thermal""","""endometr ablate, thermal"""
Category I,Surgery – Nervous System,50000–59999,58356,Endometrial cryoablation,endometrial cryoablation
Category I,Surgery – Nervous System,50000–59999,58400,Suspension of uterus,suspension of uterus
Category I,Surgery – Nervous System,50000–59999,58410,Suspension of uterus,suspension of uterus
Category I,Surgery – Nervous System,50000–59999,58520,Repair of ruptured uterus,repair of ruptured uterus
Category I,Surgery – Nervous System,50000–59999,58540,Revision of uterus,revision of uterus
Category I,Surgery – Nervous System,50000–59999,58545,Laparoscopic myomectomy,laparoscopic myomectomy
Category I,Surgery – Nervous System,50000–59999,58546,"""Laparo-myomectomy, complex""","""laparo-myomectomy, complex"""
Category I,Surgery – Nervous System,50000–59999,58550,Laparo-asst vag hysterectomy,laparo-asst vag hysterectomy
Category I,Surgery – Nervous System,50000–59999,58552,Laparo-vag hyst incl t/o,laparo-vag hyst incl t/o
Category I,Surgery – Nervous System,50000–59999,58553,"""Laparo-vag hyst, complex""","""laparo-vag hyst, complex"""
Category I,Surgery – Nervous System,50000–59999,58554,"""Laparo-vag hyst w/t/o, compl""","""laparo-vag hyst w/t/o, compl"""
Category I,Surgery – Nervous System,50000–59999,58555,"""Hysteroscopy, dx, sep proc""","""hysteroscopy, dx, sep proc"""
Category I,Surgery – Nervous System,50000–59999,58558,"""Hysteroscopy, biopsy""","""hysteroscopy, biopsy"""
Category I,Surgery – Nervous System,50000–59999,58559,"""Hysteroscopy, lysis""","""hysteroscopy, lysis"""
Category I,Surgery – Nervous System,50000–59999,58560,"""Hysteroscopy, resect septum""","""hysteroscopy, resect septum"""
Category I,Surgery – Nervous System,50000–59999,58561,"""Hysteroscopy, remove myoma""","""hysteroscopy, remove myoma"""
Category I,Surgery – Nervous System,50000–59999,58562,"""Hysteroscopy, remove fb""","""hysteroscopy, remove fb"""
Category I,Surgery – Nervous System,50000–59999,58563,"""Hysteroscopy, ablation""","""hysteroscopy, ablation"""
Category I,Surgery – Nervous System,50000–59999,58565,"""Hysteroscopy, sterilization""","""hysteroscopy, sterilization"""
Category I,Surgery – Nervous System,50000–59999,58578,"""Laparo proc, uterus""","""laparo proc, uterus"""
Category I,Surgery – Nervous System,50000–59999,58579,Hysteroscope procedure,hysteroscope procedure
Category I,Surgery – Nervous System,50000–59999,58600,Division of fallopian tube,division of fallopian tube
Category I,Surgery – Nervous System,50000–59999,58605,Division of fallopian tube,division of fallopian tube
Category I,Surgery – Nervous System,50000–59999,58611,Ligate oviduct(s) add-on,ligate oviduct(s) add-on
Category I,Surgery – Nervous System,50000–59999,58615,Occlude fallopian tube(s),occlude fallopian tube(s)
Category I,Surgery – Nervous System,50000–59999,58660,"""Laparoscopy, lysis""","""laparoscopy, lysis"""
Category I,Surgery – Nervous System,50000–59999,58661,"""Laparoscopy, remove adnexa""","""laparoscopy, remove adnexa"""
Category I,Surgery – Nervous System,50000–59999,58662,"""Laparoscopy, excise lesions""","""laparoscopy, excise lesions"""
Category I,Surgery – Nervous System,50000–59999,58670,"""Laparoscopy, tubal cautery""","""laparoscopy, tubal cautery"""
Category I,Surgery – Nervous System,50000–59999,58671,"""Laparoscopy, tubal block""","""laparoscopy, tubal block"""
Category I,Surgery – Nervous System,50000–59999,58672,"""Laparoscopy, fimbrioplasty""","""laparoscopy, fimbrioplasty"""
Category I,Surgery – Nervous System,50000–59999,58673,"""Laparoscopy, salpingostomy""","""laparoscopy, salpingostomy"""
Category I,Surgery – Nervous System,50000–59999,58679,"""Laparo proc, oviduct-ovary""","""laparo proc, oviduct-ovary"""
Category I,Surgery – Nervous System,50000–59999,58700,Removal of fallopian tube,removal of fallopian tube
Category I,Surgery – Nervous System,50000–59999,58720,Removal of ovary/tube(s),removal of ovary/tube(s)
Category I,Surgery – Nervous System,50000–59999,58740,Revise fallopian tube(s),revise fallopian tube(s)
Category I,Surgery – Nervous System,50000–59999,58750,Repair oviduct,repair oviduct
Category I,Surgery – Nervous System,50000–59999,58752,Revise ovarian tube(s),revise ovarian tube(s)
Category I,Surgery – Nervous System,50000–59999,58760,Remove tubal obstruction,remove tubal obstruction
Category I,Surgery – Nervous System,50000–59999,58770,Create new tubal opening,create new tubal opening
Category I,Surgery – Nervous System,50000–59999,58800,Drainage of ovarian cyst(s),drainage of ovarian cyst(s)
Category I,Surgery – Nervous System,50000–59999,58805,Drainage of ovarian cyst(s),drainage of ovarian cyst(s)
Category I,Surgery – Nervous System,50000–59999,58820,"""Drain ovary abscess, open""","""drain ovary abscess, open"""
Category I,Surgery – Nervous System,50000–59999,58822,"""Drain ovary abscess, percut""","""drain ovary abscess, percut"""
Category I,Surgery – Nervous System,50000–59999,58823,"""Drain pelvic abscess, percut""","""drain pelvic abscess, percut"""
Category I,Surgery – Nervous System,50000–59999,58825,"""Transposition, ovary(s)""","""transposition, ovary(s)"""
Category I,Surgery – Nervous System,50000–59999,58900,Biopsy of ovary(s),biopsy of ovary(s)
Category I,Surgery – Nervous System,50000–59999,58920,Partial removal of ovary(s),partial removal of ovary(s)
Category I,Surgery – Nervous System,50000–59999,58925,Removal of ovarian cyst(s),removal of ovarian cyst(s)
Category I,Surgery – Nervous System,50000–59999,58940,Removal of ovary(s),removal of ovary(s)
Category I,Surgery – Nervous System,50000–59999,58943,Removal of ovary(s),removal of ovary(s)
Category I,Surgery – Nervous System,50000–59999,58950,Resect ovarian malignancy,resect ovarian malignancy
Category I,Surgery – Nervous System,50000–59999,58951,Resect ovarian malignancy,resect ovarian malignancy
Category I,Surgery – Nervous System,50000–59999,58952,Resect ovarian malignancy,resect ovarian malignancy
Category I,Surgery – Nervous System,50000–59999,58953,"""Tah, rad dissect for debulk""","""tah, rad dissect for debulk"""
Category I,Surgery – Nervous System,50000–59999,58954,Tah rad debulk/lymph remove,tah rad debulk/lymph remove
Category I,Surgery – Nervous System,50000–59999,58956,"""Bso, omentectomy w/tah""","""bso, omentectomy w/tah"""
Category I,Surgery – Nervous System,50000–59999,58960,Exploration of abdomen,exploration of abdomen
Category I,Surgery – Nervous System,50000–59999,58970,Retrieval of oocyte,retrieval of oocyte
Category I,Surgery – Nervous System,50000–59999,58974,Transfer of embryo,transfer of embryo
Category I,Surgery – Nervous System,50000–59999,58976,Transfer of embryo,transfer of embryo
Category I,Surgery – Nervous System,50000–59999,58999,Genital surgery procedure,genital surgery procedure
Category I,Surgery – Nervous System,50000–59999,59000,"""Amniocentesis, diagnostic""","""amniocentesis, diagnostic"""
Category I,Surgery – Nervous System,50000–59999,59001,"""Amniocentesis, therapeutic""","""amniocentesis, therapeutic"""
Category I,Surgery – Nervous System,50000–59999,59012,"""Fetal cord puncture,prenatal""","""fetal cord puncture,prenatal"""
Category I,Surgery – Nervous System,50000–59999,59015,Chorion biopsy,chorion biopsy
Category I,Surgery – Nervous System,50000–59999,59020,Fetal contract stress test,fetal contract stress test
Category I,Surgery – Nervous System,50000–59999,59025,Fetal non-stress test,fetal non-stress test
Category I,Surgery – Nervous System,50000–59999,59030,Fetal scalp blood sample,fetal scalp blood sample
Category I,Surgery – Nervous System,50000–59999,59050,Fetal monitor w/report,fetal monitor w/report
Category I,Surgery – Nervous System,50000–59999,59051,Fetal monitor/interpret only,fetal monitor/interpret only
Category I,Surgery – Nervous System,50000–59999,59070,Transabdom amnioinfus w/us,transabdom amnioinfus w/us
Category I,Surgery – Nervous System,50000–59999,59072,Umbilical cord occlud w/us,umbilical cord occlud w/us
Category I,Surgery – Nervous System,50000–59999,59074,Fetal fluid drainage w/us,fetal fluid drainage w/us
Category I,Surgery – Nervous System,50000–59999,59076,"""Fetal shunt placement, w/us""","""fetal shunt placement, w/us"""
Category I,Surgery – Nervous System,50000–59999,59100,Remove uterus lesion,remove uterus lesion
Category I,Surgery – Nervous System,50000–59999,59120,Treat ectopic pregnancy,treat ectopic pregnancy
Category I,Surgery – Nervous System,50000–59999,59121,Treat ectopic pregnancy,treat ectopic pregnancy
Category I,Surgery – Nervous System,50000–59999,59130,Treat ectopic pregnancy,treat ectopic pregnancy
Category I,Surgery – Nervous System,50000–59999,59135,Treat ectopic pregnancy,treat ectopic pregnancy
Category I,Surgery – Nervous System,50000–59999,59136,Treat ectopic pregnancy,treat ectopic pregnancy
Category I,Surgery – Nervous System,50000–59999,59140,Treat ectopic pregnancy,treat ectopic pregnancy
Category I,Surgery – Nervous System,50000–59999,59150,Treat ectopic pregnancy,treat ectopic pregnancy
Category I,Surgery – Nervous System,50000–59999,59151,Treat ectopic pregnancy,treat ectopic pregnancy
Category I,Surgery – Nervous System,50000–59999,59160,D & c after delivery,d & c after delivery
Category I,Surgery – Nervous System,50000–59999,59200,Insert cervical dilator,insert cervical dilator
Category I,Surgery – Nervous System,50000–59999,59300,Episiotomy or vaginal repair,episiotomy or vaginal repair
Category I,Surgery – Nervous System,50000–59999,59320,Revision of cervix,revision of cervix
Category I,Surgery – Nervous System,50000–59999,59325,Revision of cervix,revision of cervix
Category I,Surgery – Nervous System,50000–59999,59350,Repair of uterus,repair of uterus
Category I,Surgery – Nervous System,50000–59999,59400,Obstetrical care,obstetrical care
Category I,Surgery – Nervous System,50000–59999,59409,Obstetrical care,obstetrical care
Category I,Surgery – Nervous System,50000–59999,59410,Obstetrical care,obstetrical care
Category I,Surgery – Nervous System,50000–59999,59412,Antepartum manipulation,antepartum manipulation
Category I,Surgery – Nervous System,50000–59999,59414,Deliver placenta,deliver placenta
Category I,Surgery – Nervous System,50000–59999,59425,Antepartum care only,antepartum care only
Category I,Surgery – Nervous System,50000–59999,59426,Antepartum care only,antepartum care only
Category I,Surgery – Nervous System,50000–59999,59430,Care after delivery,care after delivery
Category I,Surgery – Nervous System,50000–59999,59510,Cesarean delivery,cesarean delivery
Category I,Surgery – Nervous System,50000–59999,59514,Cesarean delivery only,cesarean delivery only
Category I,Surgery – Nervous System,50000–59999,59515,Cesarean delivery,cesarean delivery
Category I,Surgery – Nervous System,50000–59999,59525,Remove uterus after cesarean,remove uterus after cesarean
Category I,Surgery – Nervous System,50000–59999,59610,Vbac delivery,vbac delivery
Category I,Surgery – Nervous System,50000–59999,59612,Vbac delivery only,vbac delivery only
Category I,Surgery – Nervous System,50000–59999,59614,Vbac care after delivery,vbac care after delivery
Category I,Surgery – Nervous System,50000–59999,59618,Attempted vbac delivery,attempted vbac delivery
Category I,Surgery – Nervous System,50000–59999,59620,Attempted vbac delivery only,attempted vbac delivery only
Category I,Surgery – Nervous System,50000–59999,59622,Attempted vbac after care,attempted vbac after care
Category I,Surgery – Nervous System,50000–59999,59812,Treatment of miscarriage,treatment of miscarriage
Category I,Surgery – Nervous System,50000–59999,59820,Care of miscarriage,care of miscarriage
Category I,Surgery – Nervous System,50000–59999,59821,Treatment of miscarriage,treatment of miscarriage
Category I,Surgery – Nervous System,50000–59999,59830,Treat uterus infection,treat uterus infection
Category I,Surgery – Nervous System,50000–59999,59840,Abortion,abortion
